eruption_energy_proxy,tinggi_letusan_m,plume_to_elevation_ratio,month,month_cos,wind_plume_interaction,amplitudo,wind_u,month_sin,wind_v,kec_angin_km_jam,hour_cos,alert_level_num,alert_level,jarak_km,luas_km2,sudut_deg,radius_km
588500.0,11770.0,3.9642977433479287,6.0,-1.0,17655.0,50.0,1.060660171779821,1.1102230246251565e-16,-1.0606601717798214,1.5,-0.8660254037844388,3.0,1.0,101.4326448,920.8885041,241.6885105,50.89858718
578760.0,11130.0,3.7487369484674975,6.0,-1.0,28938.0,52.0,1.838477631085024,1.1102230246251565e-16,1.8384776310850237,2.6,-0.9659258262890684,1.0,0.0,129.141134,4112.068519,238.8997411,61.70051084
50000.0,1000.0,0.3368137420006736,6.0,-1.0,4700.0,50.0,-8.604228440844963e-16,1.1102230246251565e-16,-4.7,4.7,-0.2588190451025207,2.0,3.0,32.51150548,614.3906504,303.2573347,18.30414918
1122750.0,14970.0,5.042101717750084,2.0,0.5000000000000002,53892.0,75.0,2.5455844122715705,0.8660254037844386,-2.545584412271572,3.6000000000000005,0.8660254037844384,3.0,1.0,189.7432873,7346.081782,287.7514107,119.08340229999999
140000.0,2000.0,0.6736274840013472,3.0,5.551115123125783e-17,9800.0,70.0,3.4648232278140823,1.0,-3.464823227814084,4.9,1.0,3.0,1.0,50.10174251,368.5284900999999,269.2626057,25.235366300000003
20000.0,1000.0,0.3368137420006736,8.0,-0.5000000000000004,4299.999999999993,20.0,-7.771561172376096e-16,-0.8660254037844386,-4.3,4.3,0.965925826289068,3.0,1.0,35.71918039,368.6343902,305.4721581,19.96378048
695240.0,13370.0,4.503199730549007,5.0,-0.8660254037844386,105623.0,52.0,-5.586143571373725,0.49999999999999994,5.586143571373726,7.9,0.7071067811865476,3.0,1.0,98.45450759,675.2376183000001,234.710924,49.66887595
51000.0,1000.0,0.3368137420006736,1.0,0.8660254037844388,8000.0,51.0,-5.65685424949238,0.49999999999999994,5.656854249492381,8.0,-0.4999999999999997,3.0,1.0,27.761755570000005,460.7929878,37.9018734,15.892819199999998
1267072.0,16672.0,5.615358706635231,5.0,-0.8660254037844386,106700.8,76.0,-4.525483399593904,0.49999999999999994,4.525483399593905,6.4,0.9659258262890682,4.0,2.0,41.92890107,460.7666882,63.779422109999985,21.61493847
470800.0,11770.0,3.9642977433479287,3.0,5.551115123125783e-17,21186.0,40.0,-3.0531133177191805e-16,1.0,-1.8,1.7999999999999998,-0.8660254037844388,3.0,1.0,58.84573981,552.5659248,229.1179741,30.62105144
78000.0,1200.0,0.40417649040080894,3.0,5.551115123125783e-17,8520.0,65.0,4.440892098500626e-16,1.0,7.099999999999999,7.1,0.7071067811865476,3.0,1.0,44.625714,614.2141502,265.6355056,23.93443662
1778400.0,23712.0,7.986527450319972,2.0,0.5000000000000002,94848.0,75.0,2.8284271247461903,0.8660254037844386,2.82842712474619,4.0,0.965925826289068,4.0,2.0,58.81662276,583.2985665,236.6140095,31.26905474
257880.0,9210.0,3.1020545638262043,1.0,0.8660254037844388,58023.0,28.0,-4.45477272147525,0.49999999999999994,-4.454772721475249,6.3,0.8660254037844387,3.0,1.0,30.17094497,385.67593710000006,243.7297465,16.13032868
105000.0,1500.0,0.5052206130010104,3.0,5.551115123125783e-17,4800.0,70.0,-2.262741699796952,1.0,2.262741699796952,3.2,0.8660254037844384,3.0,1.0,22.99875887000001,184.28553030000012,288.10828,11.7706586
1259320.0,16570.0,5.581003704951162,6.0,-1.0,6628.0,76.0,-8.326672684688674e-17,1.1102230246251565e-16,-0.40000000000000013,0.40000000000000036,-0.9659258262890684,3.0,1.0,89.06017148,1258.9926,260.2045704,42.3986062
2082750.0,27770.0,9.353317615358707,3.0,5.551115123125783e-17,94418.0,75.0,2.404163056034261,1.0,-2.404163056034262,3.4,0.8660254037844384,4.0,2.0,132.5937552,2180.079306,265.7701895,77.51040741
578760.0,11130.0,3.7487369484674975,9.0,-1.942890293094024e-16,84588.0,52.0,-5.374011537017762,-1.0,-5.37401153701776,7.6,0.25881904510252074,3.0,1.0,67.23611819,522.0517244,264.9740462,33.80451261
39600.0,600.0,0.20208824520040425,8.0,-0.5000000000000004,6120.0,66.0,-1.887379141862766e-15,-0.8660254037844386,-10.2,10.2,0.965925826289068,3.0,1.0,35.71918039,645.1101829000002,305.7098558,19.84163082
1842750.0,24570.0,8.27551364095655,3.0,5.551115123125783e-17,115479.0,75.0,-3.3234018715767744,1.0,-3.323401871576773,4.7,0.5000000000000001,4.0,2.0,63.15440049,522.2022466,286.2853028,33.25370275
534800.0,13370.0,4.503199730549007,3.0,5.551115123125783e-17,13370.0,40.0,-1.6653345369377348e-16,1.0,-1.0,1.0,-0.2588190451025207,3.0,1.0,54.45898171,552.6961621,253.7484088,28.84145596
748500.0,14970.0,5.042101717750084,3.0,5.551115123125783e-17,46407.0,50.0,-5.828670879282072e-16,1.0,-3.1,3.1,0.8660254037844384,3.0,1.0,69.89847605,675.5175314,258.6072616,38.63653257
225000.0,3000.0,1.0104412260020208,3.0,5.551115123125783e-17,25800.0,75.0,6.081118318204307,1.0,-6.08111831820431,8.6,0.25881904510252074,3.0,1.0,50.99244714999999,368.50709959999995,265.9448965,26.40704014
414450.0,9210.0,3.1020545638262043,1.0,0.8660254037844388,77364.0,45.0,5.939696961966998,0.49999999999999994,-5.939696961967001,8.4,0.8660254037844387,3.0,1.0,79.20318694,716.0603160000001,243.8925833,39.38406958
823350.0,14970.0,5.042101717750084,5.0,-0.8660254037844386,80838.0,55.0,-3.8183766184073575,0.49999999999999994,-3.818376618407357,5.4,0.7071067811865474,3.0,1.0,79.11673692,1013.157299,248.6703934,40.2536146
2082750.0,27770.0,9.353317615358707,6.0,-1.0,130519.0,75.0,3.323401871576772,1.1102230246251565e-16,-3.3234018715767744,4.7,0.9659258262890682,4.0,2.0,160.4712164,2027.2573240000002,272.8005827,94.77298607
689095.2220631636,12862.234566918305,4.332177354974168,5.548897248198358,-0.9395636909756466,52350.23281850521,53.353308255404926,-0.7133448874018005,0.22555137590082094,-0.7133448874018004,3.863087705044597,-0.2112162132029421,1.9022055036032837,0.45110275180164183,106.57499081999399,2714.1411400690167,243.30730923942704,52.02575692853171
109552.60366902675,1657.8944232474896,0.5584016245360361,2.315788846494982,0.2962721202439998,9184.209961845481,63.49999404170233,0.34424649348978553,0.8289472116237456,-0.34424649348978686,5.960527287932778,0.48684163487123683,3.0,1.0,42.45910839324779,400.0926892994389,190.11280893862568,22.03922883601702
524148.10908511444,10482.962181702289,3.5308057196706937,6.0,-1.0,16106.850052363337,50.0,0.9339090340414015,1.1102230246251565e-16,-1.4955689918871997,1.8824067798099047,-0.7934629574395482,2.8804978813094047,1.2390042373811905,93.19642262869031,884.2613612087299,249.0461154371888,47.00348278147075
846788.5573564959,11317.628953664456,3.8119329584588932,2.2711485557784368,0.3644257221107818,40580.775099724975,73.64425722110782,1.2418137312724442,0.9023524220592873,-1.2418137312724458,3.4915405776886255,0.8660254037844384,3.0,1.0,144.53074923224898,5404.171071572122,287.84817529529664,89.98570682912344
1003852.7266890417,15152.06050645507,5.1034221981997545,5.0,-0.8660254037844386,106204.67922890894,64.95258999240511,-5.013714557776309,0.49999999999999994,5.013714557776309,7.090463125474681,0.8467891550798292,3.539691249683546,1.5396912496835462,67.9481323681008,559.4895340135384,142.46068813470043,34.52841137287472
893718.9884944966,15239.916791183743,5.133013402217495,5.0,-0.8660254037844386,84939.52995712511,58.33034818734349,-3.9305152749303525,0.49999999999999994,-2.495140471436008,5.558588008921119,0.7481523782202213,3.1585880089211185,1.1585880089211185,73.2191920764631,925.5547718865075,219.3489023956272,37.29774406361772
