latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,amplitudo,duration,wind_dir_sin,wind_dir_cos,hour,month,day_of_year,hour_sin,hour_cos,month_sin,month_cos,doy_sin,doy_cos,amplitudo_lag1,amplitudo_lag2,amplitudo_lag3,duration_lag1,duration_lag2,duration_lag3,kec_angin_km_jam_lag1,kec_angin_km_jam_lag2,kec_angin_km_jam_lag3,tinggi_letusan_m_lag1,tinggi_letusan_m_lag2,tinggi_letusan_m_lag3,volcano_filter_Bromo,volcano_filter_Merapi,volcano_filter_Raung,volcano_filter_Semeru,alert_level_Green,alert_level_Orange,alert_level_Red,alert_level_Yellow,jarak_km,luas_km2,radius_km,target_sudut_sin,target_sudut_cos
1.4010835933528674,0.09489728617628915,-5.380185632476085,2.3326720532579013,0.5881978285937045,-1.4718100128924765,-0.07957206042114645,1.3989698448750705,0.929752954860193,-1.2240941961211311,-0.3234062181890352,-0.435822642974468,2.111818949231841,0.4023724505827126,0.8701542845556929,-0.6763344107715599,1.096841348787883,-0.1506703450131181,-1.4739677357631276,-1.460976285185869,-1.5703560286281562,-0.08286888852555577,-0.0842247173434756,-0.0875040608714352,0.5864607975708144,0.09132559410003052,0.09111903364842618,2.3045245110307664,2.569143187496346,2.408570365868542,6.811754546370559,-0.18447605159631278,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,0.12419405994016595,-0.07133763750064216,-0.08748177652797064,27.52736533366064,245.4067179352641,13.949546015770768,-0.6286056175572866,-0.7777242297726247
1.4010835933528674,0.09489728617628915,-5.380185632476085,2.3326720532579013,0.5881978285937045,-1.4718100128924765,-0.07957206042114645,1.3989698448750705,0.929752954860193,-1.2240941961211311,-0.3234062181890352,-0.435822642974468,2.111818949231841,0.4023724505827126,0.8701542845556929,-0.6763344107715599,1.096841348787883,-0.1506703450131181,-1.4739677357631276,-1.460976285185869,-1.4562621050276432,-0.08286888852555577,-0.0842247173434756,-0.0875040608714352,0.5864607975708144,0.5853342475169634,0.09111903364842618,2.3045245110307664,2.267946898148718,2.5068425072829768,6.811754546370559,-0.18447605159631278,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,0.12419405994016595,-0.07133763750064216,-0.08748177652797064,27.52736533366064,245.4067179352641,13.949546015770768,-0.6286056175572866,-0.7777242297726247
1.4010835933528674,0.09489728617628915,-5.380185632476085,2.640774269901344,-0.20247883847652987,-1.4718100128924765,-0.07957206042114645,1.832615285450225,-0.2623603681460768,-1.0967634708399214,-0.023768713455644446,0.06629229960906802,2.2933927442500517,0.08330879247758655,0.2942434524281958,-1.1952318691821044,0.4563711580102783,-1.2019089724726342,-1.4739677357631276,-1.460976285185869,-1.4562621050276432,-0.08286888852555577,-0.0842247173434756,-0.0875040608714352,0.5864607975708144,0.5853342475169634,0.5855148892957953,2.3045245110307664,2.267946898148718,2.2120260830396727,6.811754546370559,-0.18447605159631278,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,-8.051914886120777,-0.07133763750064216,11.430952132988164,74.2352942625202,797.3241509945638,41.81932338669948,-0.8014805485161964,-0.5980208444111099
1.4010835933528674,0.09489728617628915,-5.380185632476085,2.538073531020196,0.5223081063378519,-1.4718100128924765,-0.07957206042114645,0.5834013882086068,1.2942185734788478,-1.4787556466835503,0.575506296011137,0.5487164601305046,1.4465502749663899,0.8865956113232101,-1.2791742015733956,-1.1952318691821047,-0.8335173373940812,-1.4581191041025459,-1.4739677357631276,-1.460976285185869,-1.4562621050276432,-0.08286888852555577,-0.0842247173434756,-0.0875040608714352,-0.20393561428180454,0.5853342475169634,0.5855148892957953,2.609690261458676,2.267946898148718,2.2120260830396727,6.811754546370559,-0.18447605159631278,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,-8.051914886120777,-0.07133763750064216,11.430952132988164,145.92475089067852,1749.5838872993568,84.41091521462675,-0.9855014195931977,0.16966718003135428
1.4010835933528674,0.09489728617628915,-5.380185632476085,2.538073531020196,-0.00480967170897135,-1.5875198825453383,-0.07957206042114645,1.725070164072428,-0.5490356135827511,-1.60608637196476,1.4744188102113094,1.5234101722044273,1.0081923564618738,1.0187561057707255,-1.8550850337008928,0.7413198095244053,-2.050394150660978,0.3644903603514933,-1.4739677357631276,-1.460976285185869,-1.4562621050276432,-0.08286888852555577,-0.0842247173434756,-0.0875040608714352,0.5205944299164297,-0.20507959795012903,0.5855148892957953,2.5079683446493726,2.569143187496346,2.2120260830396727,6.811754546370559,-0.18447605159631278,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,-8.051914886120777,-0.07133763750064216,11.430952132988164,102.5994213129188,1441.0448014495942,63.26288682551384,-0.73754041155943,-0.6753029996355315
5.268865552897645,-4.72481298201185,-2.6867456466406736,2.334276752302919,-0.5319274497557942,-0.8932606646281679,-2.620536802189013,1.3989698448750705,-0.9478205027910039,-0.4601098444338731,-0.023768713455644446,0.03675612651591884,1.4465502749663899,-1.404772987502416,0.2942434524281958,-1.1952318691821044,0.5216382986929248,-1.1569143803106388,3.275201469227359,6.216183828807914,6.073936852606206,0.7968072195144683,2.3652929361675117,6.9022264035677034,-0.5662006363809214,0.6841359782003502,-0.10663930861052134,3.501346438490225,4.786387121683523,6.839108441449942,-0.14680505487867584,5.4207578238301135,-0.24090602791485788,-2.8611267905543625,19.849433241279208,-8.051914886120777,-0.07133763750064216,-0.08748177652797064,28.28006755141947,276.3963675792221,15.275393730150824,-0.9990685831446697,-0.04315050606078903
5.268865552897645,-4.72481298201185,-2.6867456466406736,4.3626163452055815,0.35758380069821966,3.850843991139163,0.4055212084618099,-0.8349889365903466,-0.9478205027910042,0.9405281336594331,-0.023768713455644446,0.03675612651591884,-0.7474240222103896,0.6763586252035357,0.2942434524281958,-1.1952318691821044,0.5216382986929248,-1.1569143803106388,-0.8948007595447754,3.236987366661073,6.188030776206719,-2.629299727588783,0.7939042527831047,2.310267554761409,-0.5332674525537291,-0.5673526104558797,0.6843940604252693,2.3061139159809114,3.4492010954339474,4.6771213303323815,-0.14680505487867584,5.4207578238301135,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,0.12419405994016595,-0.07133763750064216,-0.08748177652797064,79.11673692476423,1013.1572987325331,40.25361459641392,-0.9315033995231657,-0.36373261700978304
5.268865552897645,-4.72481298201185,-2.6867456466406736,8.47064590045148,-0.8284311999071323,6.165041384196398,7.0582288959994965,-1.2976569491230712,-0.009033773965405716,0.8131974083782235,-0.023768713455644446,0.04660151754696857,-1.0362662180762636,0.4023724505827126,0.2942434524281958,-1.1952318691821044,0.5001820341219633,-1.1722354843189182,3.8543684454457114,-0.8880538886191688,3.2215887625933846,0.4032679080228786,-2.6261769992888397,0.7720744428459995,0.35592851078046733,-0.5344187002280844,-0.5680754405480657,4.315121772964651,2.269515628822403,3.3682592468688797,-0.14680505487867584,5.4207578238301135,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,-8.051914886120777,14.017845768876185,-0.08748177652797064,160.40442390002988,2825.385090810629,95.5995252759692,-0.9998201969917805,-0.018962428307504563
5.268865552897645,-4.72481298201185,-2.6867456466406736,3.849112650799844,1.1812053288963806,3.5037143821805774,0.8213154389329154,1.3989698448750705,-0.9478205027910039,-1.3514249214023406,-0.023768713455644446,0.0564469085780183,1.8229767533659667,0.6763586252035361,0.2942434524281958,-1.1952318691821044,0.4784241743941665,-1.1872351612548258,6.1710363503191195,3.809909763227773,-0.885792487025079,7.070286832115692,0.401057081937003,-2.5757576242640092,-0.8296661069984614,0.35479687592239495,-0.5351157168382412,8.38399844533678,4.2523912003609565,2.2135615852492734,-0.14680505487867584,5.4207578238301135,-0.24090602791485788,-2.8611267905543625,-0.05037927218598783,0.12419405994016595,-0.07133763750064216,-0.08748177652797064,98.4545075942272,675.2376182703465,49.668875949224,-0.8162477493938172,-0.5777020093521644
5.268865552897645,-4.72481298201185,-2.6867456466406736,2.334276752302919,0.2587492173144401,0.8423873801647579,-0.7263630855984216,1.3989698448750705,-0.9478205027910039,0.9405281336594331,-0.023768713455644446,0.06629229960906802,-0.7474240222103896,0.6763586252035357,0.2942434524281958,-1.1952318691821044,0.4563711580102783,-1.2019089724726342,3.5068682597147003,6.101599349494574,3.7920583805959485,0.8199565907786794,7.056350329212139,0.3875261648671471,1.1792581064602787,-0.8308238922782442,0.3547968233270233,3.8065121889181346,8.268341724996,4.154436378184356,-0.14680505487867584,5.4207578238301135,-0.24090602791485788,-2.8611267905543625,19.849433241279208,-8.051914886120777,-0.07133763750064216,-0.08748177652797064,29.999288259249123,245.72816047244012,16.123892529790098,-0.9520556484860703,0.3059248963156941
