timestamp,volcano_filter,alert_lvl,lat,long,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,max_time,jarak_km,luas_km2,sudut_deg,radius_km
2020-12-28 02:17:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8325.0,,,8.666666666666666,124.0,,,,
2016-10-19 01:12:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285.0,,,8.0,124.0,,,,
2016-07-12 02:09:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285.0,,,8.666666666666666,124.0,,,,
2016-05-24 05:31:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9605.0,,,8.666666666666666,124.0,,,,
2016-04-03 04:52:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645.0,,,8.666666666666666,124.0,,,,
2016-04-03 04:21:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645.0,,,8.666666666666666,124.0,,,,
2016-04-03 04:07:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,8645.0,,,8.666666666666666,124.0,,,,
2016-04-02 04:45:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9605.0,,,8.666666666666666,124.0,,,,
2016-04-02 04:19:00 UTC,Bromo,Yellow,-7.941944444,112.95,2329,9285.0,,,8.0,124.0,,,,
2019-07-19 11:52:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,0.0,,,37.0,124.0,,,,
2019-04-06 00:21:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9605.0,,135.0,8.666666666666666,124.0,,,,
2019-03-27 10:43:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,11525.0,,,8.666666666666666,124.0,,,,
2019-03-27 00:56:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925.0,,270.0,8.666666666666666,124.0,,,,
2019-03-26 09:50:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565.0,,,8.666666666666666,124.0,,,,
2019-03-25 02:02:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9285.0,,45.0,8.666666666666666,124.0,,,,
2019-03-20 23:25:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,8645.0,,,8.666666666666666,124.0,,,,
2019-03-19 23:31:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925.0,,112.5,8.666666666666666,124.0,,,,
2019-03-19 07:04:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,11525.0,,,8.666666666666666,124.0,,,,
2019-03-18 00:50:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,9925.0,,,8.666666666666666,124.0,,,,
2019-03-17 23:37:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565.0,,0.0,8.666666666666666,124.0,,,,
2019-03-17 05:09:00 UTC,Bromo,Orange,-7.941944444,112.95,2329,10565.0,,90.0,8.666666666666666,124.0,,,,
